Raw Channel One;Raw Channel Two;Raw Channel Three;Raw Channel Four;Raw Channel Z;Raw EMG;Raw EMG Reference;Raw Ground One;Raw Ground Two;Raw Blink Channel;Timestamp;Movement;Threshold
14814187;3040123;8084202;12870265;-5055237;900697;-9421302;0;0;-3035068;622226;0;9975
14816333;3038120;8083106;12872840;-5062723;1236248;-9428883;0;0;-3027868;622228;0;9975
14816858;3038072;8083868;12873698;-5068493;1487875;-9429217;0;0;-3025484;622230;0;9975
14812900;3035688;8081866;12868978;-5070973;1575088;-9430743;0;0;-3035021;622232;0;9975
14804651;3028107;8077670;12857820;-5071735;1398849;-9301329;0;0;-3050613;622234;0;9975
14802505;3028774;8078766;12853671;-5063105;1068782;-9158803;0;0;-3058243;622236;0;9975
14801170;3026676;8075858;12849761;-5059242;740671;-9177542;0;0;-3064012;622238;0;9975
14802553;3028917;8076954;12851239;-5052185;500965;-9194947;0;0;-3064251;622240;0;9975
14807512;3035354;8081580;12859632;-5045176;422859;-9199620;0;0;-3055191;622242;0;9975
14806796;3034782;8078909;12863589;-5050707;597524;-9295655;0;0;-3045654;622244;0;9975
14803697;3030825;8072901;12863685;-5062580;936412;-9355212;0;0;-3039932;622246;0;9975
14806653;3030491;8072329;12867356;-5070639;1298761;-9321786;0;0;-3034544;622248;0;9975
14810277;3032827;8076334;12869550;-5073595;1548814;-9306765;0;0;-3031158;622250;0;9975
14809419;3034973;8077908;12868262;-5073404;1570272;-9377480;0;0;-3036308;622252;0;9975
14806892;3035307;8078719;12863685;-5066013;1348638;-9483863;0;0;-3047085;622254;0;9975
14802600;3032780;8076525;12857629;-5059099;1006317;-9477473;0;0;-3056955;622256;0;9975
14803602;3033686;8078051;12858058;-5054379;675344;-9430361;0;0;-3060198;622258;0;9975
14804508;3034782;8079911;12858487;-5049276;448131;-9328795;0;0;-3060198;622260;0;9975
14805318;3035688;8079672;12859441;-5047131;395631;-9270621;0;0;-3057003;622262;0;9975
14809800;3039598;8081818;12867261;-5048418;583934;-9285737;0;0;-3043270;622264;0;9975
14816953;3045225;8085680;12877132;-5050135;913381;-9343339;0;0;-3029108;622266;0;9975
14818479;3043747;8085108;12879420;-5057669;1257610;-9490967;0;0;-3024435;622268;0;9975
14818097;3040266;8085204;12878610;-5067635;1478290;-9525872;0;0;-3026533;622270;0;9975
14815713;3040123;8084488;12874986;-5066443;1559305;-9471608;0;0;-3032112;622272;0;9975
14815952;3041696;8085680;12872268;-5056095;1380682;-9382249;0;0;-3040600;622274;0;9975
14809514;3041363;8081818;12867929;-5049992;1052236;-9242106;0;0;-3050136;622276;0;9975
14808751;3042173;8082581;12867976;-5044603;741529;-9215642;0;0;-3055048;622278;0;9975
14807893;3042889;8083296;12867261;-5039454;483560;-9283209;0;0;-3055668;622280;0;9975
14808561;3044271;8081770;12868548;-5037880;400209;-9198809;0;0;-3050613;622282;0;9975
14813567;3045988;8081770;12874509;-5040407;592708;-9330035;0;0;-3039217;622284;0;9975
14818956;3048897;8084250;12880136;-5043316;916624;-9364558;0;0;-3025246;622286;0;9975
14824773;3052711;8088255;12886621;-5048466;1244402;-9403277;0;0;-3016806;622288;0;9975
14829303;3055000;8091498;12890388;-5052996;1501655;-9453345;0;0;-3013706;622290;0;9975
14826013;3052187;8091116;12885285;-5055761;1586771;-9426928;0;0;-3019857;622292;0;9975
14819290;3048706;8090210;12875892;-5053234;1408624;-9314109;0;0;-3034067;622294;0;9975
14814569;3046369;8088255;12871600;-5045271;1076698;-9239054;0;0;-3046512;622296;0;9975
14813615;3046322;8087969;12870980;-5040693;719213;-9289456;0;0;-3052044;622298;0;9975
14810754;3043175;8084488;12866927;-5039740;457859;-9282876;0;0;-3055382;622300;0;9975
14809944;3042602;8083058;12867690;-5039168;391626;-9311534;0;0;-3052282;622302;0;9975
14818574;3048992;8089257;12877132;-5036450;605154;-9304047;0;0;-3035450;622304;0;9975
14823867;3051329;8090592;12883569;-5041266;958967;-9273339;0;0;-3027058;622306;0;9975
14829255;3052521;8093501;12888671;-5048847;1280450;-9348250;0;0;-3021288;622308;0;9975
14834691;3056764;8098317;12894250;-5050421;1516246;-9422160;0;0;-3014850;622310;0;9975
14833165;3056812;8099509;12891103;-5049563;1609707;-9411145;0;0;-3018665;622312;0;9975
14824058;3050613;8094979;12879134;-5048895;1432943;-9347678;0;0;-3035974;622314;0;9975
14815999;3044557;8090449;12868692;-5046797;1086330;-9241295;0;0;-3053284;622316;0;9975
14815284;3045082;8089018;12868215;-5042839;715160;-9212447;0;0;-3055954;622318;0;9975
14813806;3044224;8086157;12866641;-5037832;428867;-9342957;0;0;-3057909;622320;0;9975
14810563;3043127;8082390;12866307;-5036306;356388;-9426928;0;0;-3054094;622322;0;9975
14815379;3046656;8084250;12874509;-5038977;569295;-9432126;0;0;-3042555;622324;0;9975
14822627;3050899;8090163;12881614;-5042362;931167;-9380389;0;0;-3030157;622326;0;9975
14831735;3057194;8098650;12892581;-5044127;1273346;-9356309;0;0;-3019428;622328;0;9975
14835740;3059339;8100605;12894584;-5046892;1531267;-9349490;0;0;-3015613;622330;0;9975
14831306;3055382;8098650;12890388;-5050039;1608562;-9306098;0;0;-3022003;622332;0;9975
14821960;3049898;8092213;12878610;-5047226;1433563;-9318686;0;0;-3036785;622334;0;9975
14815999;3045273;8087349;12869407;-5042648;1078605;-9332371;0;0;-3050756;622336;0;9975
14811183;3041124;8084822;12865687;-5042458;729131;-9322405;0;0;-3059959;622338;0;9975
14810134;3042269;8083439;12865640;-5037117;512266;-9238434;0;0;-3060150;622340;0;9975
14809705;3041887;8081484;12867166;-5035591;461435;-9159184;0;0;-3055429;622342;0;9975
14816095;3045130;8085585;12875272;-5039263;667429;-9147454;0;0;-3044081;622344;0;9975
14822675;3049803;8088875;12882186;-5040979;1022768;-9171200;0;0;-3032446;622346;0;9975
14821388;3046703;8086586;12882424;-5052424;1308012;-9226514;0;0;-3030348;622348;0;9975
14819671;3042316;8085776;12880517;-5062437;1508617;-9494830;0;0;-3029919;622350;0;9975
14816190;3039837;8084107;12873126;-5063582;1592493;-9478379;0;0;-3035164;622352;0;9975
14807130;3034353;8077717;12862063;-5062389;1418876;-9365178;0;0;-3054094;622354;0;9975
14800836;3031731;8074427;12855817;-5057621;1093912;-9334851;0;0;-3068399;622356;0;9975
14795209;3027820;8070612;12851668;-5056048;751066;-9302855;0;0;-3076458;622358;0;9975
14801217;3033018;8075428;12858964;-5048847;499630;-9218884;0;0;-3071451;622360;0;9975
14807130;3039789;8080054;12866880;-5042124;479173;-9237958;0;0;-3059959;622362;0;9975
14812280;3045034;8082057;12873841;-5042362;639867;-9288884;0;0;-3044844;622364;0;9975
14817621;3047991;8083964;12879754;-5046654;989627;-9280301;0;0;-3034162;622366;0;9975
14820148;3045654;8085013;12881042;-5054712;1338863;-9202958;0;0;-3031444;622368;0;9975
14821674;3045368;8086586;12882329;-5061483;1538086;-9389306;0;0;-3029680;622370;0;9975
14820815;3047180;8087779;12880708;-5061102;1598882;-9438515;0;0;-3032398;622372;0;9975
14813758;3043556;8083773;12871791;-5056524;1401138;-9398509;0;0;-3046226;622374;0;9975
14808036;3040266;8080674;12865592;-5051088;1062870;-9386492;0;0;-3058052;622376;0;9975
14803315;3034973;8077956;12860442;-5050230;732326;-9344578;0;0;-3066587;622378;0;9975
14804460;3034496;8079577;12859489;-5049801;476980;-9273530;0;0;-3067160;622380;0;9975
14809848;3039646;8081103;12865163;-5043125;417089;-9271336;0;0;-3056860;622382;0;9975
14814092;3042030;8082533;12870217;-5043650;625610;-9368373;0;0;-3044319;622384;0;9975
14819433;3045368;8085633;12878467;-5047274;983429;-9360266;0;0;-3031921;622386;0;9975
14825250;3048229;8089304;12883617;-5052710;1315355;-9340573;0;0;-3025341;622388;0;9975
14828254;3050327;8090640;12887765;-5057430;1567316;-9378863;0;0;-3025102;622390;0;9975
14823247;3047371;8088637;12884046;-5059242;1627731;-9410573;0;0;-3034782;622392;0;9975
14815236;3042984;8084107;12874509;-5052900;1432180;-9367800;0;0;-3047228;622394;0;9975
14808465;3038454;8081246;12867356;-5050516;1095581;-9254027;0;0;-3057766;622396;0;9975
14806749;3037357;8080101;12864591;-5047512;761890;-9172488;0;0;-3063774;622398;0;9975
14805461;3038263;8079720;12863828;-5044556;513792;-9230757;0;0;-3063249;622400;0;9975
14809419;3043032;8081770;12868119;-5037737;459194;-9295655;0;0;-3053379;622402;0;9975
14813997;3047085;8083868;12875701;-5039787;671482;-9298993;0;0;-3041553;622404;0;9975
14819814;3049326;8087111;12882377;-5044556;1008939;-9285689;0;0;-3030014;622406;0;9975
14822913;3049612;8087826;12885619;-5053091;1330089;-9354354;0;0;-3025818;622408;0;9975
14827682;3053427;8092690;12892009;-5056906;1564979;-9390307;0;0;-3023243;622410;0;9975
14825870;3053188;8091736;12886907;-5054569;1631593;-9369946;0;0;-3029585;622412;0;9975
14812375;3043079;8081627;12873365;-5056954;1438188;-9317160;0;0;-3049517;622414;0;9975
14810468;3043604;8083296;12870933;-5050278;1107359;-9227896;0;0;-3057670;622416;0;9975
14806558;3038931;8080864;12866689;-5049181;802326;-9071637;0;0;-3064728;622418;0;9975
14805461;3038215;8079243;12866021;-5046892;603389;-8945847;0;0;-3066730;622420;0;9975
14808322;3042698;8079911;12869264;-5042124;505733;-8972169;0;0;-3056860;622422;0;9975
14813091;3045130;8082200;12875081;-5043125;637674;-9235097;0;0;-3045511;622424;0;9975
14826585;3056288;8093119;12891913;-5040503;981140;-9427834;0;0;-3030062;622426;0;9975
14834310;3063154;8098555;12900878;-5041552;1311350;-9499264;0;0;-3025150;622428;0;9975
14831497;3059912;8094502;12898637;-5051661;1544380;-9590388;0;0;-3030729;622430;0;9975
14825012;3053141;8089972;12888576;-5055904;1588535;-9515477;0;0;-3037691;622432;0;9975
14818813;3046799;8087731;12878324;-5055761;1398945;-9415007;0;0;-3047562;622434;0;9975
14815856;3045130;8088398;12872840;-5045986;1059484;-9365893;0;0;-3055286;622436;0;9975
14811422;3041696;8086586;12868548;-5045557;715637;-9318305;0;0;-3060293;622438;0;9975
14808704;3040266;8085299;12866021;-5043411;467109;-9326888;0;0;-3058863;622440;0;9975
14811231;3041410;8084679;12869311;-5041552;412750;-9319592;0;0;-3049803;622442;0;9975
14813663;3043270;8083916;12873794;-5044699;617981;-9333087;0;0;-3037500;622444;0;9975
14811183;3041077;8078242;12873269;-5055475;967788;-9343959;0;0;-3032637;622446;0;9975
14814283;3040218;8077813;12877179;-5065155;1300430;-9339762;0;0;-3027058;622448;0;9975
14816428;3040886;8080435;12880469;-5068922;1543951;-9352255;0;0;-3026819;622450;0;9975
14815713;3039503;8081341;12877370;-5069208;1612472;-9352255;0;0;-3033924;622452;0;9975
14815952;3043127;8087683;12876416;-5059052;1421880;-9299803;0;0;-3041839;622454;0;9975
14809800;3039408;8084393;12868024;-5052900;1089763;-9249116;0;0;-3055286;622456;0;9975
14809038;3040790;8084441;12867499;-5047751;772905;-9141970;0;0;-3059292;622458;0;9975
14811040;3045702;8088446;12872077;-5041409;533723;-9109974;0;0;-3056574;622460;0;9975
14813043;3049421;8087588;12877370;-5037546;460529;-9117270;0;0;-3049183;622462;0;9975
14819480;3055048;8090878;12885810;-5035210;625562;-9245635;0;0;-3032970;622464;0;9975
14823629;3054476;8092833;12890626;-5041313;959539;-9416819;0;0;-3021908;622466;0;9975
14827300;3053760;8094645;12891151;-5050135;1325369;-9340144;0;0;-3017711;622468;0;9975
14827253;3052044;8093501;12889291;-5057526;1600647;-9280158;0;0;-3018141;622470;0;9975
14823915;3049278;8092928;12884379;-5059242;1633119;-9334279;0;0;-3026199;622472;0;9975
14817191;3045845;8091021;12875367;-5056429;1395321;-9346533;0;0;-3042078;622474;0;9975
14810850;3040790;8087063;12868310;-5051994;1006078;-9438277;0;0;-3054952;622476;0;9975
14805366;3035927;8083249;12864209;-5050802;670909;-9376288;0;0;-3061581;622478;0;9975
14804078;3036213;8081913;12861873;-5050087;450849;-9295703;0;0;-3063583;622480;0;9975
14806224;3037882;8081866;12863828;-5046272;421667;-9244061;0;0;-3056240;622482;0;9975
14812280;3041696;8084584;12870170;-5047131;626373;-9251261;0;0;-3046226;622484;0;9975
14816333;3042507;8086300;12876273;-5053377;961399;-9471512;0;0;-3037023;622486;0;9975
14817621;3040933;8085919;12879516;-5063009;1282882;-9483576;0;0;-3031111;622488;0;9975
14820625;3041172;8088589;12880136;-5067921;1510811;-9490395;0;0;-3027248;622490;0;9975
14817764;3041649;8087445;12876130;-5065727;1596546;-9400416;0;0;-3033686;622492;0;9975
14810706;3038120;8084202;12867738;-5061722;1411104;-9309865;0;0;-3049660;622494;0;9975
14805938;3035927;8084250;12861682;-5056286;1048851;-9356928;0;0;-3063393;622496;0;9975
14804174;3034067;8082200;12860156;-5052185;755214;-9159804;0;0;-3069591;622498;0;9975
14801980;3033686;8080435;12858916;-5049896;550079;-9033728;0;0;-3071642;622500;0;9975
14803172;3035736;8081055;12860204;-5047846;443124;-9085036;0;0;-3064394;622502;0;9975
14806987;3036547;8081437;12866212;-5050945;566101;-9471131;0;0;-3050279;622504;0;9975
14808894;3035116;8080054;12869311;-5058956;896740;-9703589;0;0;-3041601;622506;0;9975
14810182;3035688;8079434;12871696;-5068493;1238966;-9607649;0;0;-3038025;622508;0;9975
14813567;3037786;8080912;12873698;-5070925;1489687;-9556580;0;0;-3037214;622510;0;9975
14812089;3036117;8081246;12870837;-5070639;1544571;-9536696;0;0;-3047228;622512;0;9975
14805890;3032017;8080006;12863446;-5067206;1341676;-9473229;0;0;-3063059;622514;0;9975
14802028;3030395;8080197;12858583;-5058718;1016044;-9432126;0;0;-3071070;622516;0;9975
14801551;3030825;8080054;12858678;-5051088;691413;-9417105;0;0;-3073215;622518;0;9975
14799978;3031206;8077050;12857820;-5048370;442314;-9346820;0;0;-3071689;622520;0;9975
14799882;3028631;8075047;12856675;-5048704;405120;-9290505;0;0;-3065443;622522;0;9975
14808084;3034496;8081627;12867595;-5048370;622558;-9315873;0;0;-3049803;622524;0;9975
14817430;3043270;8087683;12878705;-5047655;959968;-9340096;0;0;-3034782;622526;0;9975
14819576;3043842;8087254;12882520;-5054760;1290464;-9402657;0;0;-3031301;622528;0;9975
14818002;3040075;8084870;12880469;-5064106;1525259;-9361840;0;0;-3033686;622530;0;9975
14815952;3038025;8085680;12877513;-5064345;1573515;-9404517;0;0;-3039455;622532;0;9975
14813949;3041792;8088303;12874080;-5054379;1360464;-9451676;0;0;-3049898;622534;0;9975
14808275;3039694;8086253;12867118;-5047751;1020908;-9356881;0;0;-3062296;622536;0;9975
14805986;3036594;8084488;12864972;-5044651;690984;-9328938;0;0;-3065920;622538;0;9975
14804269;3032732;8082915;12860967;-5043936;447225;-9298659;0;0;-3068447;622540;0;9975
14806701;3035498;8083439;12862731;-5039263;402116;-9315491;0;0;-3061676;622542;0;9975
14809085;3036928;8083868;12868119;-5043841;613451;-9349776;0;0;-3050613;622544;0;9975
14810182;3035068;8081961;12871266;-5051851;970935;-9375525;0;0;-3041077;622546;0;9975
14811708;3033066;8083106;12873508;-5060721;1294660;-9381962;0;0;-3036356;622548;0;9975
14818097;3037882;8087683;12879993;-5062389;1529121;-9394360;0;0;-3029299;622550;0;9975
14814998;3037882;8087349;12874890;-5061674;1586437;-9385443;0;0;-3035545;622552;0;9975
14807273;3032207;8083964;12864066;-5057860;1378107;-9339047;0;0;-3052521;622554;0;9975
14802028;3028536;8079815;12856532;-5052042;1033926;-9299517;0;0;-3064155;622556;0;9975
14798213;3026390;8077431;12852765;-5049467;705003;-9292365;0;0;-3069496;622558;0;9975
14797117;3025055;8078051;12852908;-5048943;472831;-9234810;0;0;-3071403;622560;0;9975
14802314;3030300;8082390;12857390;-5042696;452327;-9150649;0;0;-3060198;622562;0;9975
14801790;3027487;8078385;12859250;-5049276;662612;-9091902;0;0;-3050566;622564;0;9975
14805223;3028869;8080101;12865878;-5057049;981664;-9189606;0;0;-3041410;622566;0;9975
14805986;3030062;8081675;12867499;-5064345;1296186;-9396697;0;0;-3037405;622568;0;9975
14804174;3028250;8078957;12864591;-5073118;1547479;-9449101;0;0;-3039932;622570;0;9975
14800454;3025484;8077193;12861301;-5074310;1611376;-9381867;0;0;-3047609;622572;0;9975
14794542;3023195;8073760;12852861;-5069208;1406383;-9299374;0;0;-3059435;622574;0;9975
14794589;3025198;8076239;12853290;-5059052;1046610;-9319020;0;0;-3065157;622576;0;9975
14800216;3030014;8081294;12857820;-5049515;699186;-9277678;0;0;-3062296;622578;0;9975
14803792;3033066;8084345;12859727;-5039597;464582;-9295655;0;0;-3061151;622580;0;9975
14804460;3033686;8083344;12860728;-5038262;435972;-9273244;0;0;-3058815;622582;0;9975
14814092;3041744;8090067;12872888;-5038166;662469;-9221602;0;0;-3042173;622584;0;9975
14820386;3044557;8093119;12878705;-5041123;1010656;-9260226;0;0;-3030491;622586;0;9975
14822103;3042745;8093596;12881232;-5050850;1318979;-9308863;0;0;-3027248;622588;0;9975
14823533;3043461;8096123;12883235;-5055666;1537800;-9329892;0;0;-3025913;622590;0;9975
14821960;3042984;8096791;12878324;-5054569;1595640;-9325362;0;0;-3032541;622592;0;9975
14814283;3038454;8092261;12869168;-5051661;1391172;-9245968;0;0;-3046799;622594;0;9975
14808704;3035211;8089114;12862016;-5046177;1047754;-9412289;0;0;-3057575;622596;0;9975
14807893;3034258;8088065;12860013;-5042839;711155;-9329320;0;0;-3059959;622598;0;9975
14805223;3033495;8085728;12856294;-5040598;481081;-9243441;0;0;-3060198;622600;0;9975
14804126;3032637;8082915;12856818;-5041790;448513;-9193707;0;0;-3057480;622602;0;9975
14809753;3035450;8084631;12865735;-5043697;594091;-9387351;0;0;-3043079;622604;0;9975
14815523;3038883;8088780;12874175;-5046702;911617;-9635354;0;0;-3030205;622606;0;9975
14819909;3041792;8093691;12880374;-5053139;1281404;-9506226;0;0;-3024244;622608;0;9975
14822055;3041410;8093024;12879802;-5059004;1516390;-9410287;0;0;-3023624;622610;0;9975
14815666;3037119;8088923;12871982;-5060864;1526403;-9526969;0;0;-3033113;622612;0;9975
14811899;3037882;8089924;12867976;-5054236;1310777;-9574509;0;0;-3044128;622614;0;9975
14811899;3040504;8093310;12865974;-5044556;973749;-9455252;0;0;-3051710;622616;0;9975
14810087;3041315;8092928;12863446;-5036783;635051;-9419394;0;0;-3055382;622618;0;9975
14809562;3043032;8092309;12863351;-5032921;400638;-9431172;0;0;-3055668;622620;0;9975
14812042;3043318;8092118;12868930;-5032873;367355;-9420443;0;0;-3050518;622622;0;9975
14815952;3045034;8094216;12875081;-5035257;592899;-9412814;0;0;-3036594;622624;0;9975
14817478;3044987;8091593;12878133;-5042982;954914;-9403039;0;0;-3027248;622626;0;9975
14820768;3044891;8091641;12881042;-5051327;1287985;-9440947;0;0;-3022146;622628;0;9975
14820625;3045034;8093024;12882138;-5057287;1517009;-9419633;0;0;-3023147;622630;0;9975
14818860;3045988;8094836;12880326;-5056048;1572895;-9399748;0;0;-3028917;622632;0;9975
14814187;3044700;8092309;12874080;-5049992;1363372;-9373475;0;0;-3040933;622634;0;9975
14809848;3040504;8089114;12866689;-5045748;998449;-9293366;0;0;-3052282;622636;0;9975
14808942;3037596;8089924;12864257;-5043078;666189;-9291363;0;0;-3056860;622638;0;9975
14804221;3034258;8086014;12859250;-5042029;439834;-9276009;0;0;-3059673;622640;0;9975
14806987;3037071;8086777;12861396;-5038834;401449;-9266711;0;0;-3050613;622642;0;9975
14814569;3042507;8091021;12871743;-5038023;606203;-9365130;0;0;-3034019;622644;0;9975
14821006;3046560;8095265;12880517;-5042362;962543;-9383202;0;0;-3020239;622646;0;9975
14824058;3046989;8098269;12884523;-5050898;1298952;-9338284;0;0;-3015375;622648;0;9975
14820768;3042030;8095980;12878610;-5061245;1549816;-9296752;0;0;-3018808;622650;0;9975
14817811;3039121;8093214;12872983;-5061960;1593399;-9301806;0;0;-3026724;622652;0;9975
14811946;3037405;8091021;12866355;-5056477;1355743;-9315301;0;0;-3040027;622654;0;9975
14808370;3035736;8091259;12860824;-5047369;992584;-9388304;0;0;-3050232;622656;0;9975
14807512;3035116;8091212;12859775;-5042458;659990;-9410430;0;0;-3054714;622658;0;9975
14805795;3034830;8088541;12858821;-5041456;425767;-9341813;0;0;-3057527;622660;0;9975
14800884;3030777;8082057;12855674;-5045176;387334;-9320784;0;0;-3055286;622662;0;9975
14803268;3031635;8081723;12861777;-5050993;611066;-9330130;0;0;-3044891;622664;0;9975
14810516;3036642;8086396;12871553;-5052948;984430;-9310389;0;0;-3032255;622666;0;9975
14814187;3038740;8088065;12876178;-5056715;1339531;-9287406;0;0;-3026438;622668;0;9975
14807893;3034544;8082581;12872029;-5067062;1565981;-9312249;0;0;-3030205;622670;0;9975
14805890;3032589;8082390;12868072;-5068159;1601219;-9239245;0;0;-3037119;622672;0;9975
14806033;3034067;8086777;12866784;-5060673;1404762;-9195901;0;0;-3046131;622674;0;9975
14807321;3038788;8090210;12866641;-5048323;1097965;-9083319;0;0;-3050470;622676;0;9975
14804555;3035498;8086110;12862207;-5044842;760650;-8937216;0;0;-3054571;622678;0;9975
14804603;3037262;8087731;12862636;-5039263;449943;-9205008;0;0;-3054809;622680;0;9975
14810706;3041458;8093024;12868024;-5033541;330019;-9631062;0;0;-3046512;622682;0;9975
14823009;3049040;8100319;12879325;-5031538;545024;-9579993;0;0;-3029728;622684;0;9975
14828588;3055143;8102131;12888242;-5032539;922823;-9560776;0;0;-3016949;622686;0;9975
14827253;3053617;8100033;12890531;-5043125;1270628;-9551049;0;0;-3014517;622688;0;9975
14823772;3049421;8097792;12888337;-5052567;1532554;-9439278;0;0;-3015327;622690;0;9975
14818813;3046322;8094264;12882377;-5055142;1578235;-9290791;0;0;-3024053;622692;0;9975
14813424;3043222;8091879;12872935;-5048990;1384163;-9192658;0;0;-3034592;622694;0;9975
14809038;3041363;8092070;12867547;-5040598;1009988;-9202529;0;0;-3041553;622696;0;9975
14809181;3042173;8092213;12867118;-5035305;631380;-9404374;0;0;-3046512;622698;0;9975
14806510;3039503;8088398;12863256;-5035257;378418;-9594870;0;0;-3050375;622700;0;9975
14804126;3036547;8084536;12863732;-5037022;332307;-9561396;0;0;-3045702;622702;0;9975
14811565;3042126;8088160;12871934;-5036163;570011;-9543992;0;0;-3027058;622704;0;9975
14813472;3041077;8085919;12873221;-5045509;939273;-9500886;0;0;-3018236;622706;0;9975
14813520;3035736;8084202;12873365;-5056191;1268863;-9450627;0;0;-3020620;622708;0;9975
14817621;3038120;8088398;12875796;-5059195;1502514;-9478427;0;0;-3020906;622710;0;9975
14819337;3042698;8093119;12875844;-5054760;1555872;-9410477;0;0;-3023577;622712;0;9975
14816190;3042936;8092833;12870599;-5046082;1370430;-9373713;0;0;-3033018;622714;0;9975
14810373;3039789;8090544;12865544;-5040264;1026535;-9277869;0;0;-3044081;622716;0;9975
14809085;3037166;8088351;12862540;-5036068;664329;-9243012;0;0;-3049707;622718;0;9975
14809896;3037929;8090544;12863208;-5031490;415992;-9341527;0;0;-3049040;622720;0;9975
14809085;3036642;8089400;12863780;-5033589;374603;-9367276;0;0;-3044414;622722;0;9975
14815141;3043938;8091116;12873937;-5033112;609922;-9402085;0;0;-3027391;622724;0;9975
14816428;3043938;8089734;12878562;-5042172;951576;-9492970;0;0;-3017378;622726;0;9975
14820625;3044510;8094216;12882949;-5048657;1281309;-9456254;0;0;-3012466;622728;0;9975
14821483;3043127;8096743;12883950;-5055475;1516390;-9410477;0;0;-3013229;622730;0;9975
14821864;3045511;8097601;12882138;-5053187;1561689;-9399987;0;0;-3018284;622732;0;9975
14815523;3042269;8094407;12872649;-5047655;1332187;-9378529;0;0;-3034305;622734;0;9975
14810039;3039265;8092070;12866403;-5042029;976038;-9387208;0;0;-3047418;622736;0;9975
14804746;3034878;8087349;12861157;-5042982;654459;-9358836;0;0;-3055191;622738;0;9975
14805032;3036356;8087159;12861014;-5038691;423622;-9332991;0;0;-3053045;622740;0;9975
14809562;3041410;8089257;12868787;-5032635;418663;-9265328;0;0;-3042745;622742;0;9975
14814330;3043651;8092547;12874271;-5032635;680923;-9202099;0;0;-3030634;622744;0;9975
14815570;3041315;8090783;12876655;-5043936;1027917;-9204674;0;0;-3026104;622746;0;9975
14819433;3040790;8091832;12880946;-5052614;1311350;-9378338;0;0;-3022051;622748;0;9975
14823438;3043461;8094645;12883950;-5056000;1536989;-9424496;0;0;-3019523;622750;0;9975
14818240;3041077;8094407;12878848;-5056667;1583337;-9311629;0;0;-3028011;622752;0;9975
14809467;3034925;8089400;12866832;-5052948;1377821;-9246922;0;0;-3042984;622754;0;9975
14804174;3031206;8085585;12858916;-5046892;1008892;-9206391;0;0;-3053617;622756;0;9975
14802123;3028774;8083439;12856818;-5043793;636005;-9295655;0;0;-3056478;622758;0;9975
14810516;3037929;8092833;12864495;-5033445;378465;-9518910;0;0;-3050375;622760;0;9975
14813854;3042984;8094454;12867833;-5028439;352239;-9493638;0;0;-3038931;622762;0;9975
14814330;3042269;8091164;12869979;-5033302;591707;-9441949;0;0;-3029156;622764;0;9975
14817621;3042936;8092595;12875749;-5039644;939035;-9490967;0;0;-3020668;622766;0;9975
14822198;3042126;8093262;12879277;-5046177;1270246;-9480715;0;0;-3015375;622768;0;9975
14823581;3042507;8096123;12880517;-5050993;1511478;-9456206;0;0;-3013706;622770;0;9975
14819957;3039455;8095932;12876226;-5053425;1539373;-9457684;0;0;-3024435;622772;0;9975
14810134;3033686;8090210;12865354;-5048800;1324701;-9399272;0;0;-3039598;622774;0;9975
14800502;3026676;8083964;12853242;-5048084;993299;-9284592;0;0;-3055620;622776;0;9975
14799692;3026533;8083535;12851192;-5044079;680303;-9189320;0;0;-3059578;622778;0;9975
14802266;3028679;8085633;12854339;-5037642;458049;-9220982;0;0;-3057384;622780;0;9975
14803983;3030348;8085776;12859012;-5036450;442171;-9275866;0;0;-3050756;622782;0;9975
14810468;3035831;8088589;12866832;-5037260;672817;-9363890;0;0;-3035354;622784;0;9975
14811851;3035354;8088732;12870122;-5045605;1020765;-9352732;0;0;-3026724;622786;0;9975
14813615;3034019;8087683;12875320;-5054665;1334858;-9399462;0;0;-3023910;622788;0;9975
14814998;3035831;8088732;12876559;-5057573;1566744;-9392930;0;0;-3023624;622790;0;9975
14813281;3036547;8089447;12873031;-5056572;1597786;-9328700;0;0;-3030157;622792;0;9975
14807750;3034639;8088208;12864972;-5050707;1411104;-9162665;0;0;-3042745;622794;0;9975
14801456;3031540;8084631;12857677;-5045605;1073265;-9106303;0;0;-3052044;622796;0;9975
14797880;3026771;8079243;12852861;-5044556;661563;-9295178;0;0;-3059578;622798;0;9975
14792634;3024292;8075858;12849809;-5045748;388193;-9525729;0;0;-3062677;622800;0;9975
14795781;3026914;8077813;12854339;-5044222;397062;-9470416;0;0;-3053951;622802;0;9975
14806463;3036165;8084965;12865974;-5040836;662851;-9327508;0;0;-3034830;622804;0;9975
14813758;3042412;8088828;12876607;-5042887;1019048;-9360839;0;0;-3022909;622806;0;9975
14819051;3044510;8091355;12882377;-5050278;1318454;-9405184;0;0;-3019285;622808;0;9975
14819385;3042650;8091259;12880565;-5055475;1536750;-9510136;0;0;-3018856;622810;0;9975
14815713;3040266;8090926;12875033;-5056334;1571607;-9434844;0;0;-3027725;622812;0;9975
14810993;3039074;8091021;12868787;-5047417;1363420;-9290219;0;0;-3039408;622814;0;9975
14807130;3037453;8089209;12863446;-5041170;1028728;-9195424;0;0;-3048801;622816;0;9975
14804651;3035879;8086014;12862016;-5040836;690841;-9249783;0;0;-3053379;622818;0;9975
14804794;3039074;8086396;12861920;-5035925;431442;-9360028;0;0;-3051853;622820;0;9975
